,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
26,0.45799999999999996,https://api.spotify.com/v1/audio-analysis/7pWK1kMgHy5lNNiIfuRbkP,0.6509999999999999,236765,0.693,7pWK1kMgHy5lNNiIfuRbkP,0.0,0.335,-4.7219999999999995,1,0.0375,118.97,4,https://api.spotify.com/v1/tracks/7pWK1kMgHy5lNNiIfuRbkP,audio_features,spotify:track:7pWK1kMgHy5lNNiIfuRbkP,0.392
27,0.0129,https://api.spotify.com/v1/audio-analysis/4ut5G4rgB1ClpMTMfjoIuy,0.414,230762,0.486,4ut5G4rgB1ClpMTMfjoIuy,0.0,0.111,-6.431,0,0.0311,128.03799999999998,4,https://api.spotify.com/v1/tracks/4ut5G4rgB1ClpMTMfjoIuy,audio_features,spotify:track:4ut5G4rgB1ClpMTMfjoIuy,0.368
28,0.124,https://api.spotify.com/v1/audio-analysis/6jA8HL9i4QGzsj6fjoxp8Y,0.611,221904,0.644,6jA8HL9i4QGzsj6fjoxp8Y,0.0,0.124,-7.607,0,0.0553,105.969,4,https://api.spotify.com/v1/tracks/6jA8HL9i4QGzsj6fjoxp8Y,audio_features,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,0.13
29,0.129,https://api.spotify.com/v1/audio-analysis/1ahVFh0ViDZr8LvkEVlq3B,0.44,207095,0.635,1ahVFh0ViDZr8LvkEVlq3B,0.0,0.121,-6.385,1,0.0326,128.13299999999998,4,https://api.spotify.com/v1/tracks/1ahVFh0ViDZr8LvkEVlq3B,audio_features,spotify:track:1ahVFh0ViDZr8LvkEVlq3B,0.327
30,0.006640000000000001,https://api.spotify.com/v1/audio-analysis/6RnkFd8Fqqgk1Uni8RgqCQ,0.635,202500,0.9,6RnkFd8Fqqgk1Uni8RgqCQ,0.0145,0.37,-3.719,0,0.0377,127.978,4,https://api.spotify.com/v1/tracks/6RnkFd8Fqqgk1Uni8RgqCQ,audio_features,spotify:track:6RnkFd8Fqqgk1Uni8RgqCQ,0.15
31,0.00107,https://api.spotify.com/v1/audio-analysis/1TWfkGrhF7ob0nwB2M6knb,0.675,304229,0.868,1TWfkGrhF7ob0nwB2M6knb,0.715,0.374,-6.36,1,0.0392,128.007,4,https://api.spotify.com/v1/tracks/1TWfkGrhF7ob0nwB2M6knb,audio_features,spotify:track:1TWfkGrhF7ob0nwB2M6knb,0.0376
32,0.435,https://api.spotify.com/v1/audio-analysis/0OlnLZY4cmQzT6ZGttvWBM,0.526,183637,0.52,0OlnLZY4cmQzT6ZGttvWBM,0.0,0.19699999999999998,-7.985,0,0.0569,149.119,4,https://api.spotify.com/v1/tracks/0OlnLZY4cmQzT6ZGttvWBM,audio_features,spotify:track:0OlnLZY4cmQzT6ZGttvWBM,0.13
33,0.00406,https://api.spotify.com/v1/audio-analysis/5M9jOReAKGZ2AttVefFjTY,0.575,223140,0.831,5M9jOReAKGZ2AttVefFjTY,0.000449,0.111,-5.972,1,0.0356,127.991,4,https://api.spotify.com/v1/tracks/5M9jOReAKGZ2AttVefFjTY,audio_features,spotify:track:5M9jOReAKGZ2AttVefFjTY,0.377
34,0.0655,https://api.spotify.com/v1/audio-analysis/4aTtHoSBB0CuQGA6vXBNyp,0.466,239067,0.612,4aTtHoSBB0CuQGA6vXBNyp,4.07e-06,0.132,-4.855,0,0.0307,128.114,4,https://api.spotify.com/v1/tracks/4aTtHoSBB0CuQGA6vXBNyp,audio_features,spotify:track:4aTtHoSBB0CuQGA6vXBNyp,0.23600000000000002
35,0.0176,https://api.spotify.com/v1/audio-analysis/22zxLxXlXrBIm7XaazHNrg,0.42200000000000004,244453,0.711,22zxLxXlXrBIm7XaazHNrg,0.0,0.5589999999999999,-4.809,0,0.0385,128.066,4,https://api.spotify.com/v1/tracks/22zxLxXlXrBIm7XaazHNrg,audio_features,spotify:track:22zxLxXlXrBIm7XaazHNrg,0.321
36,0.0536,https://api.spotify.com/v1/audio-analysis/5YN0zHycJ0Yxz31A5QsVov,0.687,188656,0.7070000000000001,5YN0zHycJ0Yxz31A5QsVov,9.290000000000001e-05,0.16,-6.19,1,0.0328,127.03299999999999,4,https://api.spotify.com/v1/tracks/5YN0zHycJ0Yxz31A5QsVov,audio_features,spotify:track:5YN0zHycJ0Yxz31A5QsVov,0.607
37,0.0573,https://api.spotify.com/v1/audio-analysis/18KjYhghq6K3ZmfcewWDp6,0.424,282481,0.6940000000000001,18KjYhghq6K3ZmfcewWDp6,0.0009369999999999999,0.133,-4.912,0,0.0386,128.034,4,https://api.spotify.com/v1/tracks/18KjYhghq6K3ZmfcewWDp6,audio_features,spotify:track:18KjYhghq6K3ZmfcewWDp6,0.0801
38,0.0455,https://api.spotify.com/v1/audio-analysis/0mV5JWhyUFANd9qpwLkM8d,0.584,239062,0.79,0mV5JWhyUFANd9qpwLkM8d,0.0,0.213,-6.127999999999999,1,0.0589,127.97200000000001,4,https://api.spotify.com/v1/tracks/0mV5JWhyUFANd9qpwLkM8d,audio_features,spotify:track:0mV5JWhyUFANd9qpwLkM8d,0.29100000000000004
39,0.05,https://api.spotify.com/v1/audio-analysis/6EsH66Uto1zwZlDGQ6RokU,0.534,230635,0.711,6EsH66Uto1zwZlDGQ6RokU,0.0031,0.135,-5.9270000000000005,0,0.0368,128.102,4,https://api.spotify.com/v1/tracks/6EsH66Uto1zwZlDGQ6RokU,audio_features,spotify:track:6EsH66Uto1zwZlDGQ6RokU,0.3
40,0.0339,https://api.spotify.com/v1/audio-analysis/0o6NlHNV7Tet6yh9BC6BGd,0.927,186595,0.573,0o6NlHNV7Tet6yh9BC6BGd,0.00017900000000000001,0.1,-5.803999999999999,1,0.0491,114.994,4,https://api.spotify.com/v1/tracks/0o6NlHNV7Tet6yh9BC6BGd,audio_features,spotify:track:0o6NlHNV7Tet6yh9BC6BGd,0.767
41,0.0313,https://api.spotify.com/v1/audio-analysis/7bIq1v8svANsAys7I694Up,0.71,192573,0.8909999999999999,7bIq1v8svANsAys7I694Up,0.0,0.365,-3.116,0,0.0749,125.024,4,https://api.spotify.com/v1/tracks/7bIq1v8svANsAys7I694Up,audio_features,spotify:track:7bIq1v8svANsAys7I694Up,0.705
42,0.0205,https://api.spotify.com/v1/audio-analysis/35mMXfym6C9VOTUVrcKKZp,0.722,213041,0.812,35mMXfym6C9VOTUVrcKKZp,2.51e-05,0.131,-3.352,0,0.0924,124.90899999999999,4,https://api.spotify.com/v1/tracks/35mMXfym6C9VOTUVrcKKZp,audio_features,spotify:track:35mMXfym6C9VOTUVrcKKZp,0.657
43,0.0313,https://api.spotify.com/v1/audio-analysis/3kGfazcbVvVkuZunzlLgTD,0.708,202999,0.868,3kGfazcbVvVkuZunzlLgTD,0.0,0.122,-3.287,1,0.0431,124.994,4,https://api.spotify.com/v1/tracks/3kGfazcbVvVkuZunzlLgTD,audio_features,spotify:track:3kGfazcbVvVkuZunzlLgTD,0.72
44,0.128,https://api.spotify.com/v1/audio-analysis/1yAPglN5AGf7UoLK062ZYq,0.669,205653,0.895,1yAPglN5AGf7UoLK062ZYq,0.0,0.297,-3.787,0,0.0575,124.964,4,https://api.spotify.com/v1/tracks/1yAPglN5AGf7UoLK062ZYq,audio_features,spotify:track:1yAPglN5AGf7UoLK062ZYq,0.5760000000000001
45,0.0348,https://api.spotify.com/v1/audio-analysis/0v3BMLcwUmAwyqJaf5997o,0.732,218250,0.922,0v3BMLcwUmAwyqJaf5997o,0.0,0.146,-1.829,0,0.0975,120.03299999999999,4,https://api.spotify.com/v1/tracks/0v3BMLcwUmAwyqJaf5997o,audio_features,spotify:track:0v3BMLcwUmAwyqJaf5997o,0.589
46,0.175,https://api.spotify.com/v1/audio-analysis/5s7xgzXtmY4gMjeSlgisjy,0.68,229813,0.9420000000000001,5s7xgzXtmY4gMjeSlgisjy,0.0013,0.11699999999999999,-4.21,1,0.0628,123.99,4,https://api.spotify.com/v1/tracks/5s7xgzXtmY4gMjeSlgisjy,audio_features,spotify:track:5s7xgzXtmY4gMjeSlgisjy,0.65
47,0.0938,https://api.spotify.com/v1/audio-analysis/6iMoJ3UdrO2ZjzzcaN8Eom,0.675,238667,0.8490000000000001,6iMoJ3UdrO2ZjzzcaN8Eom,0.0,0.121,-3.841,1,0.0675,100.111,4,https://api.spotify.com/v1/tracks/6iMoJ3UdrO2ZjzzcaN8Eom,audio_features,spotify:track:6iMoJ3UdrO2ZjzzcaN8Eom,0.6809999999999999
48,0.0308,https://api.spotify.com/v1/audio-analysis/6THwtgImf1ZAR2w3iknjeS,0.682,207667,0.84,6THwtgImf1ZAR2w3iknjeS,0.0,0.0534,-3.465,0,0.141,90.149,4,https://api.spotify.com/v1/tracks/6THwtgImf1ZAR2w3iknjeS,audio_features,spotify:track:6THwtgImf1ZAR2w3iknjeS,0.7170000000000001
49,0.0225,https://api.spotify.com/v1/audio-analysis/0mGJTKRIuCOJtiT4YkJHiv,0.698,203387,0.8690000000000001,0mGJTKRIuCOJtiT4YkJHiv,0.0,0.121,-3.2939999999999996,1,0.0468,125.005,4,https://api.spotify.com/v1/tracks/0mGJTKRIuCOJtiT4YkJHiv,audio_features,spotify:track:0mGJTKRIuCOJtiT4YkJHiv,0.7140000000000001
50,0.0328,https://api.spotify.com/v1/audio-analysis/5CpkVOosLFc83LbwqO6hnI,0.7340000000000001,218480,0.9209999999999999,5CpkVOosLFc83LbwqO6hnI,0.0,0.19699999999999998,-1.936,0,0.0863,120.056,4,https://api.spotify.com/v1/tracks/5CpkVOosLFc83LbwqO6hnI,audio_features,spotify:track:5CpkVOosLFc83LbwqO6hnI,0.654
51,0.203,https://api.spotify.com/v1/audio-analysis/1qp0ptMXNg9hqLH8sk7cc2,0.68,202213,0.85,1qp0ptMXNg9hqLH8sk7cc2,1.88e-06,0.33899999999999997,-2.785,1,0.0661,124.941,4,https://api.spotify.com/v1/tracks/1qp0ptMXNg9hqLH8sk7cc2,audio_features,spotify:track:1qp0ptMXNg9hqLH8sk7cc2,0.7120000000000001
52,0.0074,https://api.spotify.com/v1/audio-analysis/08rjzQsf8beRbqIZyX3Snw,0.588,192000,0.83,08rjzQsf8beRbqIZyX3Snw,0.0,0.146,-6.188,0,0.0521,124.95299999999999,4,https://api.spotify.com/v1/tracks/08rjzQsf8beRbqIZyX3Snw,audio_features,spotify:track:08rjzQsf8beRbqIZyX3Snw,0.585
53,0.0784,https://api.spotify.com/v1/audio-analysis/5xzCzOAOfRi4DOttSzvznR,0.725,204022,0.8340000000000001,5xzCzOAOfRi4DOttSzvznR,1.27e-05,0.0834,-3.9130000000000003,0,0.037000000000000005,120.02600000000001,4,https://api.spotify.com/v1/tracks/5xzCzOAOfRi4DOttSzvznR,audio_features,spotify:track:5xzCzOAOfRi4DOttSzvznR,0.8590000000000001
54,0.0573,https://api.spotify.com/v1/audio-analysis/5Y3LTdywsMjLsuwTmNWGVO,0.685,203387,0.909,5Y3LTdywsMjLsuwTmNWGVO,3.88e-06,0.33,-1.214,1,0.0584,124.963,4,https://api.spotify.com/v1/tracks/5Y3LTdywsMjLsuwTmNWGVO,audio_features,spotify:track:5Y3LTdywsMjLsuwTmNWGVO,0.675
55,0.0316,https://api.spotify.com/v1/audio-analysis/59D6pNWyn8UXPpos5fbAqm,0.423,207430,0.857,59D6pNWyn8UXPpos5fbAqm,0.0,0.0555,-3.4410000000000003,0,0.275,180.01,4,https://api.spotify.com/v1/tracks/59D6pNWyn8UXPpos5fbAqm,audio_features,spotify:track:59D6pNWyn8UXPpos5fbAqm,0.655
